antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,fisher_p_value
"frozenset({'Method_Neuston net', 'Class_Medium'})",frozenset({'Setting_Ocean water'}),0.060810810810810814,0.2905405405405405,0.060810810810810814,1.0,3.4418604651162794,1.0,0.0431428049671293,inf,0.7553956834532376,0.2093023255813954,1.0,0.6046511627906976,7.697472329787269e-06
frozenset({'Setting_Ocean water'}),"frozenset({'Method_Manta net', 'Class_Medium'})",0.2905405405405405,0.1554054054054054,0.1554054054054054,0.5348837209302326,3.4418604651162794,1.0,0.11025383491599708,1.8158783783783787,1.0000000000000002,0.5348837209302325,0.44930232558139543,0.7674418604651163,8.506356273826879e-16
frozenset({'Setting_Ocean water'}),frozenset({'Method_Manta net'}),0.2905405405405405,0.20270270270270271,0.20270270270270271,0.6976744186046513,3.4418604651162794,1.0,0.14380934989043098,2.637214137214138,1.0,0.6976744186046514,0.6208119826566812,0.8488372093023256,5.375155188923709e-22
frozenset({'Method_Manta net'}),frozenset({'Setting_Ocean water'}),0.20270270270270271,0.2905405405405405,0.20270270270270271,1.0,3.4418604651162794,1.0,0.14380934989043098,inf,0.8898305084745763,0.6976744186046514,1.0,0.8488372093023256,5.375155188923709e-22
frozenset({'Setting_Ocean water'}),"frozenset({'Class_High', 'Method_Manta net'})",0.2905405405405405,0.033783783783783786,0.033783783783783786,0.11627906976744187,3.4418604651162794,1.0,0.0239682249817385,1.0933499288762447,1.0000000000000002,0.11627906976744187,0.08537973654252724,0.5581395348837209,0.0017416616967868741
"frozenset({'Class_High', 'Method_Manta net'})",frozenset({'Setting_Ocean water'}),0.033783783783783786,0.2905405405405405,0.033783783783783786,1.0,3.4418604651162794,1.0,0.0239682249817385,inf,0.7342657342657344,0.11627906976744187,1.0,0.5581395348837209,0.0017416616967868741
frozenset({'Method_Neuston net'}),frozenset({'Setting_Ocean water'}),0.06756756756756757,0.2905405405405405,0.06756756756756757,1.0,3.4418604651162794,1.0,0.047936449963477,inf,0.7608695652173914,0.23255813953488372,1.0,0.6162790697674418,1.4449663633965732e-06
frozenset({'Setting_Ocean water'}),frozenset({'Method_Neuston net'}),0.2905405405405405,0.06756756756756757,0.06756756756756757,0.23255813953488375,3.4418604651162794,1.0,0.047936449963477,1.214987714987715,1.0000000000000002,0.23255813953488372,0.17694641051567242,0.6162790697674418,1.4449663633965734e-06
frozenset({'Setting_Ocean water'}),frozenset({'Method_plankton net'}),0.2905405405405405,0.02027027027027027,0.02027027027027027,0.06976744186046513,3.4418604651162794,1.0,0.014380934989043099,1.0532094594594594,1.0000000000000002,0.06976744186046513,0.05052125100240579,0.5348837209302326,0.021685090178240867
frozenset({'Method_plankton net'}),frozenset({'Setting_Ocean water'}),0.02027027027027027,0.2905405405405405,0.02027027027027027,1.0,3.4418604651162794,1.0,0.014380934989043099,inf,0.7241379310344828,0.06976744186046513,1.0,0.5348837209302326,0.02168509017824086
frozenset({'Method_Manta net'}),"frozenset({'Setting_Ocean water', 'Class_Medium'})",0.20270270270270271,0.22972972972972974,0.1554054054054054,0.7666666666666666,3.337254901960784,1.0,0.10883856829802774,3.3011583011583006,0.8784082535003683,0.5609756097560974,0.6970760233918128,0.7215686274509803,5.895962803638862e-13
"frozenset({'Setting_Ocean water', 'Class_Medium'})",frozenset({'Method_Manta net'}),0.22972972972972974,0.20270270270270271,0.1554054054054054,0.676470588235294,3.3372549019607836,1.0,0.10883856829802774,2.464373464373464,0.9092295957284514,0.5609756097560974,0.5942173479561315,0.7215686274509803,5.895962803638861e-13
"frozenset({'Class_Low', 'Method_Hand picking'})",frozenset({'Setting_Beach-Nurdle Patrol'}),0.08108108108108109,0.6959459459459459,0.08108108108108109,1.0,1.4368932038834952,1.0,0.024653031409788168,inf,0.3308823529411765,0.11650485436893207,1.0,0.558252427184466,0.010484237690711214
"frozenset({'Class_Low', 'Setting_Beach-Nurdle Patrol'})",frozenset({'Method_Hand picking'}),0.08108108108108109,0.6959459459459459,0.08108108108108109,1.0,1.4368932038834952,1.0,0.024653031409788168,inf,0.3308823529411765,0.11650485436893207,1.0,0.558252427184466,0.010484237690711214
frozenset({'Method_Hand picking'}),frozenset({'Setting_Beach-Nurdle Patrol'}),0.6959459459459459,0.6959459459459459,0.6959459459459459,1.0,1.4368932038834952,1.0,0.21160518626734842,inf,1.0,1.0,1.0,1.0,4.6340253221984144e-39
frozenset({'Setting_Beach-Nurdle Patrol'}),frozenset({'Method_Hand picking'}),0.6959459459459459,0.6959459459459459,0.6959459459459459,1.0,1.4368932038834952,1.0,0.21160518626734842,inf,1.0,1.0,1.0,1.0,4.6340253221984144e-39
"frozenset({'Setting_Beach-Nurdle Patrol', 'Class_High'})",frozenset({'Method_Hand picking'}),0.14189189189189189,0.6959459459459459,0.14189189189189189,1.0,1.4368932038834952,1.0,0.043142804967129286,inf,0.35433070866141725,0.20388349514563106,1.0,0.6019417475728155,0.0002455105004888517
"frozenset({'Class_High', 'Method_Hand picking'})",frozenset({'Setting_Beach-Nurdle Patrol'}),0.14189189189189189,0.6959459459459459,0.14189189189189189,1.0,1.4368932038834952,1.0,0.043142804967129286,inf,0.35433070866141725,0.20388349514563106,1.0,0.6019417475728155,0.0002455105004888517
frozenset({'Method_Hand picking'}),"frozenset({'Setting_Beach-Nurdle Patrol', 'Class_High'})",0.6959459459459459,0.14189189189189189,0.14189189189189189,0.20388349514563106,1.4368932038834952,1.0,0.043142804967129286,1.0778675016479895,0.9999999999999999,0.20388349514563106,0.07224218331931809,0.6019417475728155,0.00024551050048885164
frozenset({'Setting_Beach-Nurdle Patrol'}),"frozenset({'Class_High', 'Method_Hand picking'})",0.6959459459459459,0.14189189189189189,0.14189189189189189,0.20388349514563106,1.4368932038834952,1.0,0.043142804967129286,1.0778675016479895,0.9999999999999999,0.20388349514563106,0.07224218331931809,0.6019417475728155,0.00024551050048885164
frozenset({'Method_Hand picking'}),"frozenset({'Class_Low', 'Setting_Beach-Nurdle Patrol'})",0.6959459459459459,0.08108108108108109,0.08108108108108109,0.11650485436893204,1.4368932038834952,1.0,0.024653031409788168,1.04009504009504,1.0,0.11650485436893207,0.03854940034266134,0.558252427184466,0.010484237690711214
frozenset({'Setting_Beach-Nurdle Patrol'}),"frozenset({'Class_Low', 'Method_Hand picking'})",0.6959459459459459,0.08108108108108109,0.08108108108108109,0.11650485436893204,1.4368932038834952,1.0,0.024653031409788168,1.04009504009504,1.0,0.11650485436893207,0.03854940034266134,0.558252427184466,0.010484237690711214
frozenset({'Setting_Beach-Nurdle Patrol'}),"frozenset({'Class_Medium', 'Method_Hand picking'})",0.6959459459459459,0.42567567567567566,0.42567567567567566,0.6116504854368932,1.4368932038834952,1.0,0.12942841490138784,1.478885135135135,0.9999999999999998,0.6116504854368933,0.32381496287835515,0.8058252427184466,1.337532585466093e-14
frozenset({'Method_Hand picking'}),"frozenset({'Setting_Beach-Nurdle Patrol', 'Class_Medium'})",0.6959459459459459,0.42567567567567566,0.42567567567567566,0.6116504854368932,1.4368932038834952,1.0,0.12942841490138784,1.478885135135135,0.9999999999999998,0.6116504854368933,0.32381496287835515,0.8058252427184466,1.337532585466093e-14
"frozenset({'Setting_Beach-Nurdle Patrol', 'Class_Medium'})",frozenset({'Method_Hand picking'}),0.42567567567567566,0.6959459459459459,0.42567567567567566,1.0,1.4368932038834952,1.0,0.12942841490138784,inf,0.5294117647058822,0.6116504854368933,1.0,0.8058252427184466,1.3375325854660934e-14
"frozenset({'Class_Medium', 'Method_Hand picking'})",frozenset({'Setting_Beach-Nurdle Patrol'}),0.42567567567567566,0.6959459459459459,0.42567567567567566,1.0,1.4368932038834952,1.0,0.12942841490138784,inf,0.5294117647058822,0.6116504854368933,1.0,0.8058252427184466,1.3375325854660934e-14
frozenset({'Setting_Ocean water'}),frozenset({'Class_Medium'}),0.2905405405405405,0.6621621621621622,0.22972972972972974,0.7906976744186047,1.1941148552444234,1.0,0.037344777209642105,1.6141141141141147,0.2291316526610646,0.31775700934579443,0.38046511627907,0.5688182249644044,0.012429623196499763
frozenset({'Class_Medium'}),frozenset({'Setting_Ocean water'}),0.6621621621621622,0.2905405405405405,0.22972972972972974,0.3469387755102041,1.1941148552444234,1.0,0.037344777209642105,1.0863597972972971,0.4811764705882357,0.31775700934579443,0.07949465500485912,0.5688182249644044,0.012429623196499763
